Source,Target
Carl Ludwig Siegel,chaos theory
Carl Ludwig Siegel,diophantine geometry
Carl Ludwig Siegel,function theory
Carl Ludwig Siegel,geometry
Carl Ludwig Siegel,number theory
Eduard Study,abstract algebra
Eduard Study,algebra
Eduard Study,elliptic geometry
Eduard Study,geometry
Eduard Study,invariant theory
Eduard Study,line geometry
Eduard Study,spherical trigonometry
Eduard Study,trigonometry
Eugen Netto,set theory
Eugen Netto,topology
Max Dehn,analysis
Max Dehn,axiomatic geometry
Max Dehn,combinatorial group theory
Max Dehn,combinatorial topology
Max Dehn,geometric group theory
Max Dehn,geometry
Max Dehn,group theory
Max Dehn,topology
Alfred Clebsch,algebra
Alfred Clebsch,algebraic geometry
Alfred Clebsch,geometry
Alfred Clebsch,invariant theory
Arthur Moritz Schoenflies,geometry
Arthur Moritz Schoenflies,group theory
Arthur Moritz Schoenflies,projective geometry
Arthur Moritz Schoenflies,set theory
Arthur Moritz Schoenflies,topology
Ferdinand Georg Frobenius,algebra
Ferdinand Georg Frobenius,arithmetic
Ferdinand Georg Frobenius,group theory
Ferdinand Georg Frobenius,mathematical physics
Ferdinand Georg Frobenius,number theory
Ferdinand Georg Frobenius,representation theory
Wolfgang Krull,algebra
Wolfgang Krull,algebraic geometry
Wolfgang Krull,commutative algebra
Wolfgang Krull,geometry
Wolfgang Krull,topology
Oskar Perron,algebra
Otto Hölder,algebra
Otto Hölder,analysis
Otto Hölder,potential theory
Oscar Schlömilch,analysis
Walther von Dyck,combinatorial group theory
Walther von Dyck,group theory
Walther von Dyck,tessellation
Moritz Wilhelm Drobisch,mathematical logic
Moritz Wilhelm Drobisch,set theory
Ludwig Bieberbach,analysis
Ludwig Bieberbach,complex analysis
Ludwig Bieberbach,geometry
Hermann Hankel,algebra
Hermann Hankel,analysis
Hermann Hankel,complex analysis
Hermann Hankel,function theory
Hermann Hankel,linear algebra
Hermann Hankel,measure theory
Abraham Fraenkel,algebra
Abraham Fraenkel,axiomatic set theory
Abraham Fraenkel,set theory
Wilhelm Ackermann,arithmetic
Wilhelm Ackermann,mathematical logic
Wilhelm Ackermann,proof theory
Wilhelm Ackermann,set theory
Wilhelm Ackermann,theory of computation
Theodor Kaluza,ring theory
Theodor Kaluza,tensor
Heinrich Bruns,potential theory
Philipp Furtwängler,algebra
Philipp Furtwängler,number theory
Adolf Kneser,algebra
Ernst Kummer,applied mathematics
Ernst Kummer,class field theory
Ernst Kummer,field theory
Ernst Kummer,geometry
Ernst Kummer,ideal theory
Kurt Hensel,algebra
Kurt Hensel,number theory
Friedrich Julius Richelot,algebra
Heinrich Behnke,analysis
Heinrich Behnke,complex analysis
David Hilbert,algebra
David Hilbert,algebraic number theory
David Hilbert,analysis
David Hilbert,analytic number theory
David Hilbert,arithmetic
David Hilbert,calculus
David Hilbert,calculus of variations
David Hilbert,class field theory
David Hilbert,classical geometry
David Hilbert,classical mathematics
David Hilbert,commutative algebra
David Hilbert,differential geometry
David Hilbert,field theory
David Hilbert,function theory
David Hilbert,functional analysis
David Hilbert,geometry
David Hilbert,invariant theory
David Hilbert,local class field theory
David Hilbert,mathematical logic
David Hilbert,mathematical physics
David Hilbert,number theory
David Hilbert,plane geometry
David Hilbert,proof theory
David Hilbert,recursion theory
David Hilbert,set theory
David Hilbert,solid geometry
David Hilbert,spectral theory
Moritz Pasch,geometry
Paul Gordan,algebra
Paul Gordan,invariant theory
Julius Weisbach,applied mathematics
Edmond Laguerre,analysis
Edmond Laguerre,complex analysis
Edmond Laguerre,geometry
Louis Bachelier,mathematical economics
Louis Bachelier,mathematical finance
Louis Bachelier,stochastic process
William Rowan Hamilton,abstract algebra
William Rowan Hamilton,algebra
William Rowan Hamilton,analysis
William Rowan Hamilton,analytic geometry
William Rowan Hamilton,applied mathematics
William Rowan Hamilton,arithmetic
William Rowan Hamilton,calculus
William Rowan Hamilton,calculus of variations
William Rowan Hamilton,differential calculus
William Rowan Hamilton,differential geometry
William Rowan Hamilton,differential geometry of curves
William Rowan Hamilton,field theory
William Rowan Hamilton,geometric algebra
William Rowan Hamilton,geometry
William Rowan Hamilton,graph theory
William Rowan Hamilton,linear algebra
William Rowan Hamilton,mathematical physics
William Rowan Hamilton,microlocal analysis
William Rowan Hamilton,symplectic geometry
William Rowan Hamilton,tensor
William Rowan Hamilton,theoretical physics
William Rowan Hamilton,vector algebra
Georges Lemaître,algebra
Georges Lemaître,analysis
Georges Lemaître,arithmetic
Georges Lemaître,geometry
Georges Lemaître,metric geometry
Georges Lemaître,numerical analysis
Josef Stefan,mathematical physics
János Bolyai,absolute geometry
János Bolyai,algebra
János Bolyai,calculus
János Bolyai,geometry
János Bolyai,hyperbolic geometry
János Bolyai,number theory
Carl Wilhelm Borchardt,arithmetic
Philipp von Jolly,calculus
Philipp von Jolly,integral calculus
Arthur Korn,potential theory
Otto Blumenthal,applied mathematics
Friedrich Hartogs,analysis
Friedrich Hartogs,complex analysis
Friedrich Hartogs,set theory
Paul Gustav Heinrich Bachmann,analytic number theory
Paul Gustav Heinrich Bachmann,group theory
Paul Gustav Heinrich Bachmann,number theory
Eugène Charles Catalan,analysis
Eugène Charles Catalan,combinatorics
Eugène Charles Catalan,geometry
Eugène Charles Catalan,number theory
Ernst Steinitz,algebra
Ernst Steinitz,field theory
Carl Gustav Jacob Jacobi,algebra
Carl Gustav Jacob Jacobi,arithmetic
Carl Gustav Jacob Jacobi,mathematical physics
Carl Gustav Jacob Jacobi,number theory
Zygmunt Janiszewski,topology
Eduard Heine,analysis
Eduard Heine,mathematical physics
Eduard Heine,real analysis
Wilhelm Killing,algebra
Wilhelm Killing,geometry
Wilhelm Killing,hyperbolic geometry
Wilhelm Killing,tensor
Carl Neumann,mathematical physics
Rudolf Lipschitz,algebra
Rudolf Lipschitz,analysis
Rudolf Lipschitz,differential geometry
Rudolf Lipschitz,geometry
Rudolf Lipschitz,number theory
Max Noether,abstract algebra
Max Noether,algebra
Max Noether,algebraic geometry
Max Noether,birational geometry
Max Noether,geometry
Max Noether,rational geometry
Paul du Bois-Reymond,calculus
Paul du Bois-Reymond,calculus of variations
Paul du Bois-Reymond,mathematical physics
Leopold Löwenheim,calculus
Leopold Löwenheim,mathematical logic
Leopold Löwenheim,model theory
Karl Pearson,analysis
Karl Pearson,decision theory
Karl Pearson,epidemiology
Karl Pearson,mathematical physics
Karl Pearson,mathematical statistics
Karl Pearson,statistical theory
Karl Pearson,statistics
Willem de Sitter,geometry
Edwin Bidwell Wilson,analysis
Edwin Bidwell Wilson,arithmetic
Edwin Bidwell Wilson,biostatistics
Edwin Bidwell Wilson,geometry
Edwin Bidwell Wilson,statistics
Edwin Bidwell Wilson,vector analysis
Gregor Mendel,analysis
Gregor Mendel,statistics
Lewis Carroll,algebra
Lewis Carroll,cryptography
Lewis Carroll,geometry
Lewis Carroll,linear algebra
Lewis Carroll,mathematical logic
Lewis Carroll,matrix algebra
Lewis Carroll,recreational mathematics
Felice Casorati,geometry
Hugo Steinhaus,analysis
Hugo Steinhaus,applied mathematics
Hugo Steinhaus,elementary mathematics
Hugo Steinhaus,functional analysis
Hugo Steinhaus,game theory
Hugo Steinhaus,geometry
Hugo Steinhaus,mathematical logic
Hugo Steinhaus,probability theory
Hugo Steinhaus,trigonometry
George Pólya,algebra
George Pólya,analysis
George Pólya,combinatorial mathematics
George Pólya,combinatorial theory
George Pólya,combinatorics
George Pólya,geometry
George Pólya,mathematical physics
George Pólya,number theory
George Pólya,numerical analysis
George Pólya,probability theory
Heinz Hopf,algebra
Heinz Hopf,combinatorial topology
Heinz Hopf,geometry
Heinz Hopf,pure mathematics
Heinz Hopf,topology
Jan Łukasiewicz,calculus
Jan Łukasiewicz,mathematical logic
William James Sidis,geometry
Helge von Koch,geometry
Helge von Koch,number theory
Helge von Koch,pure mathematics
Pierre Duhem,statistical mechanics
Pierre Duhem,theoretical physics
Leon Chwistek,analysis
Leon Chwistek,mathematical logic
Oskar Bolza,algebra
Oskar Bolza,calculus
Oskar Bolza,calculus of variations
Oskar Bolza,function theory
Oskar Bolza,geometry
Friedrich Schur,differential geometry
Friedrich Schur,geometry
Gerhard Hessenberg,differential geometry
Gerhard Hessenberg,geometry
Gerhard Hessenberg,projective geometry
Gerhard Hessenberg,set theory
Friedrich Heinrich Albert Wangerin,differential geometry
Friedrich Heinrich Albert Wangerin,geometry
Friedrich Heinrich Albert Wangerin,potential theory
Kazimierz Bartel,geometry
Albert Châtelet,group theory
Albert Châtelet,number theory
Francesco Severi,algebra
Francesco Severi,algebraic geometry
Francesco Severi,analysis
Francesco Severi,applied mathematics
Francesco Severi,birational geometry
Francesco Severi,complex analysis
Francesco Severi,geometry
Francesco Severi,rational geometry
Arend Heyting,affine geometry
Arend Heyting,algebra
Arend Heyting,arithmetic
Arend Heyting,geometry
Arend Heyting,mathematical logic
Arend Heyting,projective geometry
Johannes Frischauf,absolute geometry
Johannes Frischauf,applied mathematics
Johannes Frischauf,arithmetic
Johannes Frischauf,geometry
William Threlfall,algebra
William Threlfall,algebraic topology
William Threlfall,tessellation
William Threlfall,topology
Otto Haupt,algebra
Otto Haupt,analysis
Otto Haupt,calculus
Otto Haupt,geometry
Otto Haupt,real analysis
Carl Johannes Thomae,algebra
Carl Johannes Thomae,analysis
Carl Johannes Thomae,differential geometry
Carl Johannes Thomae,function theory
Carl Johannes Thomae,geometry
Carl Johannes Thomae,topology
Leon Lichtenstein,potential theory
Leon Lichtenstein,theoretical physics
Aleksandr Khinchin,analysis
Aleksandr Khinchin,number theory
Aleksandr Khinchin,probability theory
Aleksandr Khinchin,real analysis
William Fogg Osgood,analysis
William Fogg Osgood,analytic geometry
William Fogg Osgood,calculus
William Fogg Osgood,calculus of variations
William Fogg Osgood,complex analysis
William Fogg Osgood,geometry
William Fogg Osgood,mathematical physics
Luigi Amoroso,analysis
Luigi Amoroso,calculus
Marcel Riesz,algebra
Marcel Riesz,analysis
Marcel Riesz,functional analysis
Marcel Riesz,number theory
Marcel Riesz,potential theory
Moses Schönfinkel,calculus
Moses Schönfinkel,geometry
Moses Schönfinkel,mathematical logic
Friedrich Robert Helmert,algebra
Friedrich Robert Helmert,mathematical statistics
Friedrich Robert Helmert,matrix algebra
Friedrich Robert Helmert,statistics
Otto Toeplitz,algebra
Otto Toeplitz,algebraic geometry
Otto Toeplitz,analysis
Otto Toeplitz,calculus
Otto Toeplitz,functional analysis
Otto Toeplitz,geometry
Otto Toeplitz,spectral theory
Hendrik Lorentz,algebra
Hendrik Lorentz,geometry
Hendrik Lorentz,tensor
Hendrik Lorentz,theoretical physics
Bernhard Riemann,algebra
Bernhard Riemann,algebraic geometry
Bernhard Riemann,analysis
Bernhard Riemann,analytic number theory
Bernhard Riemann,commutative algebra
Bernhard Riemann,complex analysis
Bernhard Riemann,differential geometry
Bernhard Riemann,differential geometry of surfaces
Bernhard Riemann,geometry
Bernhard Riemann,mathematical physics
Bernhard Riemann,number theory
Bernhard Riemann,real analysis
Bernhard Riemann,set theory
Bernhard Riemann,tensor
Bernhard Riemann,topology
Felix Klein,abstract algebra
Felix Klein,algebra
Felix Klein,algebraic geometry
Felix Klein,analysis
Felix Klein,analytic geometry
Felix Klein,calculus
Felix Klein,complex analysis
Felix Klein,euclidean geometry
Felix Klein,geometry
Felix Klein,group theory
Felix Klein,integral calculus
Felix Klein,invariant theory
Felix Klein,line geometry
Felix Klein,mathematical physics
Felix Klein,metric geometry
Felix Klein,non-euclidean geometry
Felix Klein,potential theory
Felix Klein,real analysis
Erhard Schmidt,algebra
Erhard Schmidt,analysis
Erhard Schmidt,functional analysis
Erhard Schmidt,set theory
Leopold Gegenbauer,algebra
Leopold Gegenbauer,analysis
Leopold Gegenbauer,analytic number theory
Leopold Gegenbauer,arithmetic
Leopold Gegenbauer,complex analysis
Leopold Gegenbauer,number theory
Paul Funk,calculus
Paul Funk,calculus of variations
Alexander Witting,calculus
Alexander Witting,geometry
Alexander Witting,integral calculus
Milutin Milanković,analysis
Milutin Milanković,applied mathematics
Milutin Milanković,calculus
Milutin Milanković,geometry
Milutin Milanković,ring theory
Milutin Milanković,spherical geometry
Milutin Milanković,theoretical physics
Milutin Milanković,vector analysis
Milutin Milanković,vector calculus
Adolf Piltz,number theory
Arthur Wieferich,number theory
Hermann Minkowski,arithmetic
Hermann Minkowski,geometry
Hermann Minkowski,geometry of numbers
Hermann Minkowski,mathematical physics
Hermann Minkowski,number theory
Helmut Hasse,algebra
Helmut Hasse,algebraic number theory
Helmut Hasse,class field theory
Helmut Hasse,diophantine geometry
Helmut Hasse,field theory
Helmut Hasse,geometry
Helmut Hasse,local class field theory
Helmut Hasse,number theory
Ernst Zermelo,applied mathematics
Ernst Zermelo,axiomatic set theory
Ernst Zermelo,calculus
Ernst Zermelo,calculus of variations
Ernst Zermelo,constructive mathematics
Ernst Zermelo,game theory
Ernst Zermelo,set theory
Johann Benedict Listing,topology
Enrico Betti,theoretical physics
Enrico Betti,topology
Agnes Meyer Driscoll,analysis
Agnes Meyer Driscoll,statistics
Pavel Florensky,geometry
Pavel Florensky,set theory
Eugen Slutsky,econometrics
Eugen Slutsky,probability theory
Eugen Slutsky,statistics
Eugen Slutsky,stochastic process
D'Arcy Wentworth Thompson,algebra
D'Arcy Wentworth Thompson,analysis
Giuseppe Vitali,absolute differential calculus
Giuseppe Vitali,analysis
Giuseppe Vitali,calculus
Giuseppe Vitali,complex analysis
Giuseppe Vitali,differential calculus
Giuseppe Vitali,geometry
Giuseppe Vitali,measure theory
Lipót Fejér,analysis
Lipót Fejér,harmonic analysis
Marie Henri Andoyer,algebra
Marie Henri Andoyer,arithmetic
Marie Henri Andoyer,geometry
Paul Sophus Epstein,analysis
Wacław Sierpiński,number theory
Wacław Sierpiński,set theory
Wacław Sierpiński,topology
Ferdinand Minding,algebra
Ferdinand Minding,differential geometry
Ferdinand Minding,differential geometry of surfaces
Ferdinand Minding,geometry
Heinrich Schröter,geometry
Heinrich Schröter,synthetic geometry
Jacob Lüroth,statistics
Georg Joos,theoretical physics
Johannes Hjelmslev,geometry
Harry Bateman,analysis
Harry Bateman,applied mathematics
Harry Bateman,calculus
Harry Bateman,geometry
Harry Bateman,mathematical physics
Harry Bateman,ring theory
Tadeusz Banachiewicz,algebra
Tadeusz Banachiewicz,matrix algebra
Quintino Sella,geometry
Nikolai Chebotaryov,algebra
Thoralf Skolem,abstract algebra
Thoralf Skolem,algebra
Thoralf Skolem,arithmetic
Thoralf Skolem,elementary arithmetic
Thoralf Skolem,group theory
Thoralf Skolem,lattice theory
Thoralf Skolem,mathematical logic
Thoralf Skolem,number theory
Thoralf Skolem,order theory
Thoralf Skolem,set theory
Eric Temple Bell,analysis
Eric Temple Bell,calculus
Eric Temple Bell,combinatorics
Eric Temple Bell,number theory
Eric Temple Bell,umbral calculus
Max Born,algebra
Max Born,applied mathematics
Max Born,calculus
Max Born,calculus of variations
Max Born,mathematical physics
Max Born,matrix algebra
Max Born,pure mathematics
Max Born,theoretical physics
