Source,Target,Weight
"""geometry""","""distance geometry""",2
"""graph theory""","""distance geometry""",1
"""additive number theory""","""econometrics""",1
"""algebra""","""econometrics""",3
"""algebraic number theory""","""econometrics""",1
"""applied mathematics""","""econometrics""",1
"""geometry""","""econometrics""",2
"""harmonic analysis""","""econometrics""",1
"""mathematical economics""","""econometrics""",1
"""number theory""","""econometrics""",1
